Title,Active Learning,Critical Thinking,Deductive Reasoning,Oral Expression,AI Enhancement Score,Cluster,PCA1,PCA2
"Interviewers, Except Eligibility and Loan",2.94,3.25,3.25,4.0,3.2695,3,-0.5460839639694104,0.7151103418511993
Investment Fund Managers,3.815,4.0,4.25,4.125,4.01325,2,1.852543312941817,-0.40584202043266
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2.37,2.435,2.685,2.94,2.54125,1,-3.1835244063666117,0.09488889323417149
Jewelers and Precious Stone and Metal Workers,2.63,3.25,3.0,3.25,3.014,3,-1.6602872761822582,-0.15822656755993142
"Judges, Magistrate Judges, and Magistrates",4.3100000000000005,5.3149999999999995,4.8100000000000005,4.625,4.808999999999999,2,4.415689397829606,-0.8642964113941551
Judicial Law Clerks,3.935,4.4350000000000005,3.875,4.25,4.14525,2,2.1286336637135856,-0.1405294130904491
"Kindergarten Teachers, Except Special Education",3.185,3.5,3.5,4.0,3.4805,0,0.10618499631645005,0.3539651128230694
Labor Relations Specialists,3.69,4.0600000000000005,4.0649999999999995,4.375,3.99725,2,1.860970434394063,0.09901594276337485
"Laborers and Freight, Stock, and Material Movers, Hand",2.0,2.25,2.94,2.94,2.4164999999999996,1,-3.4192395841478413,0.005670070206602269
Landscape Architects,3.69,3.88,4.0,4.25,3.9025,2,1.5248596234419372,0.06281230115541853
Landscaping and Groundskeeping Workers,2.125,2.38,2.565,2.75,2.396,1,-3.6989633049387587,-0.036442620196120934
"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.0,2.685,3.0,3.0,2.5897500000000004,1,-2.90293328983162,-0.1829370146697919
Laundry and Dry-Cleaning Workers,2.37,2.625,2.75,3.0,2.6297500000000005,1,-2.8940501676231043,0.02973059317644093
"Law Teachers, Postsecondary",4.375,4.4399999999999995,4.4399999999999995,5.0,4.5045,2,3.6320222214470954,0.45368217461595817
Lawyers,3.935,4.75,4.3100000000000005,4.9399999999999995,4.446,2,3.4116302528404456,0.3485781065926069
"Layout Workers, Metal and Plastic",2.685,3.06,3.185,3.06,2.9725,1,-1.7945249983772522,-0.5009552235150073
Legal Secretaries and Administrative Assistants,2.815,3.0,3.0,3.94,3.0854999999999997,3,-1.156114926612936,0.9778489166284708
Librarians and Media Collections Specialists,3.125,3.685,3.25,4.125,3.4959999999999996,0,0.11738687119204944,0.6584526206358393
"Library Assistants, Clerical",2.185,2.94,2.75,3.685,2.78725,1,-2.150584193285732,0.8937429995837558
"Library Science Teachers, Postsecondary",4.1899999999999995,4.0600000000000005,4.0,4.5649999999999995,4.16275,2,2.358247742733376,0.3947574066679251
Library Technicians,2.88,3.125,3.0,3.63,3.1022499999999997,3,-1.254626997964281,0.4489164092162938
Licensed Practical and Licensed Vocational Nurses,3.315,3.875,3.875,4.0600000000000005,3.7347499999999996,0,0.9503063955491347,-0.07989512693724941
"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2.75,3.0,3.12,3.75,3.0614999999999997,3,-1.2632856016615228,0.6006633166450069
Light Truck Drivers,2.06,2.875,3.0,3.37,2.72975,1,-2.3573284504654204,0.26054618028473187
"Loading and Moving Machine Operators, Underground Mining",2.06,2.875,2.815,3.0,2.63725,1,-2.8425306024082344,-0.13051452305616768
Loan Interviewers and Clerks,3.44,3.875,3.685,4.0600000000000005,3.7342500000000003,0,0.8777512560421222,0.07053335758072578
Loan Officers,3.12,3.875,3.815,4.0600000000000005,3.66425,0,0.7437184504720927,-0.013531829402712399
"Locker Room, Coatroom, and Dressing Room Attendants",2.06,2.625,2.685,3.25,2.56125,1,-2.979524814816359,0.4793779043225041
Locksmiths and Safe Repairers,2.685,3.25,3.19,3.31,3.0775,3,-1.3949640656696531,-0.23437848173602835
Locomotive Engineers,3.06,3.37,3.185,3.815,3.30675,3,-0.5567099744905832,0.4241669683579295
Lodging Managers,3.815,3.815,3.75,4.0600000000000005,3.8387499999999997,0,1.1731796484548545,0.016735396644883677
Log Graders and Scalers,2.875,3.125,3.125,3.44,3.09725,3,-1.310310292578625,0.06268156386822567
Logging Equipment Operators,2.185,2.815,2.815,3.0,2.6537499999999996,1,-2.801260767695988,-0.10930210915801815
Logisticians,3.5,4.0600000000000005,4.3100000000000005,4.0600000000000005,3.942,2,1.6601921695735347,-0.5586016299266938
Logistics Analysts,3.435,4.0600000000000005,3.875,4.0,3.8265000000000002,0,1.1672132549111174,-0.27470717906268927
Logistics Engineers,4.0600000000000005,4.1899999999999995,4.3100000000000005,4.125,4.16525,2,2.277688577892972,-0.5752379477871822
Loss Prevention Managers,3.75,3.94,3.88,4.0600000000000005,3.8890000000000002,0,1.3569215023974872,-0.15297914400887705
"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",3.815,3.69,3.75,4.12,3.804,0,1.1069245771097662,0.17062879967983893
Machine Feeders and Offbearers,2.0,2.56,2.685,3.06,2.492,1,-3.2518168635701263,0.2370197890820893
Machinists,2.815,3.12,3.25,3.0,3.0364999999999993,3,-1.6294839373950498,-0.6863348009995642
Magnetic Resonance Imaging Technologists,3.12,3.5,3.315,4.0600000000000005,3.433,3,-0.058956723479422504,0.6042073759211904
Maids and Housekeeping Cleaners,1.87,2.435,2.37,3.0,2.33725,1,-3.8060652600230727,0.4899237211533292
"Mail Clerks and Mail Machine Operators, Except Postal Service",2.185,2.94,2.875,3.0,2.7095000000000002,1,-2.629407266078175,-0.22511963449940792
"Maintenance Workers, Machinery",2.435,3.0,3.0,3.06,2.8395,1,-2.21300091754724,-0.2933207471667244
"Maintenance and Repair Workers, General",3.12,3.185,3.25,3.315,3.1979999999999995,3,-1.0574277037937332,-0.2787774611863452
"Makeup Artists, Theatrical and Performance",3.06,3.315,3.315,3.88,3.32325,3,-0.43592008837916474,0.4391749285157679
Management Analysts,3.565,4.12,4.125,4.4350000000000005,4.00175,2,1.9252990299545427,0.1158794065587921
Manicurists and Pedicurists,2.5,2.5,2.44,2.875,2.54425,1,-3.296218603511429,0.1613477181992186
Manufactured Building and Mobile Home Installers,3.19,3.5,3.505,3.565,3.41775,3,-0.26070418534015577,-0.2941312838075681
Manufacturing Engineers,4.0600000000000005,3.875,4.4399999999999995,4.3149999999999995,4.1095,2,2.2608404637059967,-0.23983586058101153
Marine Engineers and Naval Architects,3.75,4.25,4.75,4.25,4.2,2,2.594123566309432,-0.7683087987967895
Market Research Analysts and Marketing Specialists,3.75,4.0,4.1899999999999995,4.25,4.0005,2,1.8556338930639518,-0.16502963282687602
Marketing Managers,4.0,4.0649999999999995,4.13,4.0600000000000005,4.05775,2,1.8950877293322221,-0.4493877587544666
Marriage and Family Therapists,4.0,4.0649999999999995,4.0600000000000005,4.5649999999999995,4.1195,2,2.2679653464253886,0.3567554988560048
Massage Therapists,3.0,3.125,3.12,3.62,3.16075,3,-1.061583974562804,0.3231144528840909
Materials Engineers,3.875,4.0649999999999995,4.375,4.375,4.116499999999999,2,2.2887539591288553,-0.1803099990751871
Materials Scientists,3.875,4.125,4.4399999999999995,4.5,4.16925,2,2.511566048965534,-0.08157312641344885
"Mathematical Science Teachers, Postsecondary",3.935,4.0,4.0600000000000005,4.5,4.0675,2,2.099599091979232,0.2997050114458778
Mathematicians,4.5600000000000005,4.5600000000000005,4.5,4.62,4.557,2,3.616233963178027,-0.23652261552808115
"Meat, Poultry, and Fish Cutters and Trimmers",2.315,2.94,2.75,3.06,2.7325000000000004,1,-2.587961040797006,-0.04124066893582449
Mechanical Door Repairers,2.625,3.25,3.0,3.12,2.993,1,-1.7763603085962019,-0.35012607765052495
Mechanical Drafters,3.435,3.25,3.37,3.565,3.37675,3,-0.4259480659606135,-0.06953278256869741
Mechanical Engineering Technologists and Technicians,3.185,3.815,3.935,3.875,3.659,0,0.6860480804312865,-0.3625109651625718
Mechanical Engineers,3.875,4.0,4.375,4.375,4.09375,2,2.2273838185246553,-0.1464378322543888
Mechatronics Engineers,3.56,3.875,4.3100000000000005,4.25,3.92375,2,1.6964452160034529,-0.18596594999090002
Media Programming Directors,3.88,4.12,3.815,4.25,4.0065,2,1.734306074410861,0.07872291013607541
Media Technical Directors/Managers,3.5,3.94,4.0,4.125,3.84775,0,1.324829245070898,-0.13807738766092306
Medical Appliance Technicians,3.0,3.625,3.685,3.875,3.4869999999999997,0,0.13742969443273517,-0.03745836844312902
Medical Assistants,3.315,3.62,3.5,4.0,3.5615,0,0.3213196805126658,0.280975512075396
Medical Dosimetrists,3.815,4.1850000000000005,4.3100000000000005,4.25,4.10875,2,2.188888737235763,-0.36802070153580363
Medical Equipment Preparers,3.0,3.19,3.185,3.185,3.1312499999999996,3,-1.3171857829701188,-0.4091306854958957
Medical Equipment Repairers,3.0,3.435,3.44,3.5,3.31525,3,-0.5853098022168292,-0.28622559801244546
"Medical Scientists, Except Epidemiologists",4.5600000000000005,4.375,4.4399999999999995,4.62,4.48025,2,3.387731101002489,-0.0894384746597997
Medical Secretaries and Administrative Assistants,2.25,3.06,3.06,4.0,2.958,3,-1.4364618984027506,1.0301031701570582
Medical Transcriptionists,2.88,3.06,3.0,3.875,3.11625,3,-1.1046257168164004,0.8452032771767626
Medical and Clinical Laboratory Technicians,3.06,3.38,3.06,3.88,3.295,3,-0.6033444497124929,0.6206874194181945
Medical and Clinical Laboratory Technologists,3.5,4.0,4.125,3.81,3.8465000000000003,0,1.221869516706668,-0.7408864763661697
Medical and Health Services Managers,3.88,4.12,4.0,4.0600000000000005,4.015,2,1.736373548063205,-0.3585928462708418
"Meeting, Convention, and Event Planners",3.25,3.88,3.88,4.125,3.72775,0,0.9646734930614566,0.014655117110851391
Mental Health Counselors,3.875,4.1899999999999995,4.5,4.8100000000000005,4.2505,2,2.894219744079278,0.292441503989595
Mental Health and Substance Abuse Social Workers,3.565,4.0,4.1899999999999995,4.5,3.9825,2,1.9263986083012135,0.2196615051139371
Merchandise Displayers and Window Trimmers,2.94,3.315,3.185,3.75,3.24175,3,-0.7587191147625736,0.3663292270766334
Metal-Refining Furnace Operators and Tenders,2.5,3.0,3.0,3.0,2.8499999999999996,1,-2.213847365823692,-0.38730355270093625
"Meter Readers, Utilities",2.435,2.875,2.75,3.125,2.7554999999999996,1,-2.4992506216404635,0.07913030339925381
Microbiologists,4.1899999999999995,4.3100000000000005,4.5,4.5,4.3405000000000005,2,2.9868252832213957,-0.25399385538615904
Microsystems Engineers,3.69,4.0600000000000005,4.1899999999999995,4.1899999999999995,3.9945,2,1.8135176100752537,-0.28022485225923827
"Middle School Teachers, Except Special and Career/Technical Education",3.94,3.815,3.75,4.375,3.9234999999999998,2,1.5428621002632132,0.4726429536242886
Midwives,3.5,4.0,4.3100000000000005,4.125,3.93075,2,1.6596209413173826,-0.4311841753219316
"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2.5,3.06,3.06,3.0,2.883,1,-2.1033640048100795,-0.4692489112215275
Millwrights,2.815,3.31,3.06,3.25,3.1024999999999996,3,-1.4048835061690903,-0.2550521444910601
"Mining and Geological Engineers, Including Mining Safety Engineers",3.81,4.25,4.4399999999999995,4.3100000000000005,4.164999999999999,2,2.4147468741670934,-0.4225400227572014
"Mixing and Blending Machine Setters, Operators, and Tenders",2.625,3.0,3.06,3.0,2.8994999999999997,1,-2.0620941700978332,-0.4480364973233781
"Mobile Heavy Equipment Mechanics, Except Engines",3.0,3.315,3.5,3.31,3.2567500000000003,3,-0.8086952172963683,-0.5554274087953728
"Model Makers, Metal and Plastic",2.56,3.25,3.19,3.125,3.01225,3,-1.6524902528748675,-0.4979843605596907
"Model Makers, Wood",2.685,3.0,3.0,3.12,2.9234999999999998,1,-1.9653980971904645,-0.22467452973694158
Models,1.75,2.25,2.0,2.685,2.11525,1,-4.678476141884931,0.4425383091111717
"Molders, Shapers, and Casters, Except Metal and Plastic",2.315,2.62,2.81,2.94,2.6144999999999996,1,-2.939785822949315,-0.10267337049397163
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2.565,2.81,3.065,3.06,2.8249999999999997,1,-2.23223442907205,-0.25966813926863586
Molecular and Cellular Biologists,4.25,4.5,4.5,4.87,4.480499999999999,2,3.5324301225875954,0.18948933956836495
"Morticians, Undertakers, and Funeral Arrangers",3.0,3.37,3.31,4.0,3.3415,3,-0.33195002866848844,0.597072351021921
Motion Picture Projectionists,2.12,2.815,2.75,3.12,2.6392499999999997,1,-2.806970056763247,0.12833728863996818
Motorboat Mechanics and Service Technicians,2.315,3.25,3.5,3.315,3.02925,3,-1.4023488454952668,-0.45906199865846475
Motorboat Operators,2.75,3.25,3.19,3.56,3.1345,3,-1.1283609598924518,0.13020425294730162
Motorcycle Mechanics,3.12,3.12,3.565,3.375,3.2472499999999997,3,-0.7844049121876797,-0.4222140743952056
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.88,3.06,3.0,3.13,3.0045,3,-1.7473673870421156,-0.25683326302345877
Museum Technicians and Conservators,3.06,3.315,3.435,3.875,3.3465,3,-0.3325657899521226,0.33042122413776237
Music Directors and Composers,3.38,3.625,3.81,3.87,3.6252500000000003,0,0.5429445131851427,-0.18100007435531731
Music Therapists,3.5,4.0,3.94,4.12,3.8560000000000003,0,1.3233309026879962,-0.12606147858471947
Musical Instrument Repairers and Tuners,2.815,3.62,3.25,3.125,3.23025,3,-1.0495633706289447,-0.7619844706251853
Musicians and Singers,2.625,2.81,2.815,3.75,2.8965,3,-1.8142506076817206,0.9673454109935455
Nannies,3.0,3.37,3.435,3.94,3.3575,3,-0.27156029086888894,0.40273701576444637
Nanosystems Engineers,4.38,4.4399999999999995,4.5,4.4399999999999995,4.433999999999999,2,3.2066383114233132,-0.42577519619070986
Nanotechnology Engineering Technologists and Technicians,3.565,3.94,4.0600000000000005,4.38,3.9175000000000004,2,1.6495800537887255,0.1832228224193118
Natural Sciences Managers,4.125,4.1899999999999995,4.5,4.5,4.279,2,2.822608580565564,-0.1862324394854308
Naturopathic Physicians,3.815,4.12,4.5600000000000005,4.5600000000000005,4.1825,2,2.6192764859180873,-0.08674442363787929
Network and Computer Systems Administrators,3.435,3.88,3.875,3.875,3.7447499999999994,0,0.8894226111195375,-0.3658127922471535
Neurodiagnostic Technologists,3.185,3.875,3.94,4.0600000000000005,3.70875,0,0.9067905996289127,-0.1243407288198665
Neurologists,4.1850000000000005,4.5,4.6899999999999995,4.75,4.481,2,3.5484576161905204,-0.14327440310593823
Neuropsychologists,4.13,4.4350000000000005,4.5649999999999995,4.875,4.435499999999999,2,3.439691424169506,0.18550778676685264
New Accounts Clerks,2.685,3.31,3.185,4.0,3.201,3,-0.7475099289229715,0.7592562692234495
"News Analysts, Reporters, and Journalists",3.315,3.44,3.435,4.0,3.4855000000000005,0,0.09305143167894839,0.4296773302325776
Non-Destructive Testing Specialists,3.435,3.56,4.0,3.75,3.6390000000000002,0,0.591604293643039,-0.4895436837724142
Nuclear Engineers,3.94,4.5,4.1899999999999995,4.5,4.27,2,2.6922341987588196,-0.07105622916304646
Nuclear Medicine Technologists,3.12,3.75,3.5,3.94,3.5395000000000003,0,0.2395415872830779,0.14016111228736947
Nuclear Monitoring Technicians,3.06,3.94,4.0,4.0,3.6969999999999996,0,0.872311115602196,-0.2875920576928904
Nuclear Power Reactor Operators,3.12,3.94,3.88,4.0,3.6910000000000003,0,0.8116443284200031,-0.19106058848728616
Nuclear Technicians,3.13,3.5,3.56,3.81,3.4475,0,-0.04698614356642856,0.02665391970300627
Nurse Anesthetists,4.0,4.0600000000000005,4.0600000000000005,4.125,4.05175,2,1.8836387477221146,-0.29150616822337244
Nurse Midwives,4.0600000000000005,4.25,4.25,4.37,4.211,2,2.4918753597468872,-0.19341111918070272
Nurse Practitioners,4.0600000000000005,4.12,4.25,4.12,4.128,2,2.1534499543016694,-0.49547770506938116
Nursing Assistants,2.815,3.12,3.06,3.75,3.1109999999999998,3,-1.1529028994615806,0.5835806437379794
"Nursing Instructors and Teachers, Postsecondary",3.94,4.0649999999999995,3.94,4.5600000000000005,4.07675,2,2.1089824292992887,0.4555427832345973
Obstetricians and Gynecologists,4.1850000000000005,4.6899999999999995,4.5649999999999995,4.625,4.503749999999999,2,3.5078505282218004,-0.3216100974693557
Occupational Health and Safety Specialists,3.63,3.875,4.0600000000000005,4.25,3.89475,2,1.5269716301217644,0.019565126237421522
Occupational Health and Safety Technicians,3.12,3.94,3.94,3.94,3.694,0,0.8137138990590562,-0.33049395216825256
Occupational Therapists,3.88,4.0,4.0,4.12,3.9819999999999998,2,1.6748392567645936,-0.2073049945297941
Occupational Therapy Aides,3.0,3.315,3.185,3.625,3.2409999999999997,3,-0.8195604631513966,0.17659775052969962
Occupational Therapy Assistants,3.25,3.38,3.5,4.0600000000000005,3.467,0,0.09556868655822354,0.5000247797171729
"Office Clerks, General",2.75,3.0,2.94,3.75,3.0254999999999996,3,-1.4247876030291904,0.7526995456261073
"Office Machine Operators, Except Computer",2.685,2.81,2.685,3.06,2.785,1,-2.4791806711668434,0.0516451994612059
Online Merchants,3.0,3.69,3.5,3.625,3.43525,3,-0.18287345727220636,-0.28488199723029467
Operating Engineers and Other Construction Equipment Operators,2.75,2.94,3.0,3.0,2.904,1,-2.0746583358414763,-0.3761453404315284
Operations Research Analysts,4.0,4.0600000000000005,4.3100000000000005,4.25,4.1205,2,2.2157896450733947,-0.3177621375986515
Ophthalmic Laboratory Technicians,2.625,2.94,3.19,3.065,2.91425,1,-1.9460250640328915,-0.430422985871632
Ophthalmic Medical Technicians,3.06,3.06,3.125,3.94,3.205,3,-0.7953897757096359,0.8212953513390377
Ophthalmic Medical Technologists,3.0,3.435,3.25,4.0,3.3522499999999997,3,-0.32441388852017716,0.6138789271948225
"Ophthalmologists, Except Pediatric",4.125,4.5649999999999995,4.5,4.5,4.41025,2,3.1766670840513362,-0.38164878652849976
"Opticians, Dispensing",3.0,3.69,3.31,4.0,3.4534999999999996,0,-0.029820105693962855,0.4303170682118355
Optometrists,3.5,4.1850000000000005,4.375,4.12,4.007750000000001,2,1.8882962677128408,-0.5898877631636259
Oral and Maxillofacial Surgeons,4.1899999999999995,4.375,4.4399999999999995,4.5,4.351249999999999,2,2.994361423369706,-0.2371872792132569
Order Clerks,3.0,3.31,3.06,3.94,3.2615,3,-0.6646721542759196,0.7507457750019627
Orderlies,2.0,2.435,2.815,3.25,2.50275,1,-3.089275335990976,0.4734109271197717
Orthodontists,3.875,4.0,4.0,4.0600000000000005,3.9715,2,1.619158059136959,-0.29565744715190995
Orthoptists,3.565,4.0,4.1899999999999995,4.4399999999999995,3.9735,2,1.8746341784843772,0.13090688442667037
Orthotists and Prosthetists,4.0,4.0600000000000005,4.1899999999999995,4.4399999999999995,4.125,2,2.272042338581596,0.06465164723175813
Outdoor Power Equipment and Other Small Engine Mechanics,2.75,3.125,3.185,3.125,3.0244999999999997,3,-1.626158743931095,-0.44390473610488007
Packaging and Filling Machine Operators and Tenders,2.25,2.565,2.88,3.06,2.60775,1,-2.8762971915020703,0.04959991980117336
"Packers and Packagers, Hand",1.56,2.375,2.37,2.88,2.20525,1,-4.209083084483994,0.36861551534496706
"Painters, Construction and Maintenance",1.94,3.0,2.875,3.0,2.657,1,-2.7646795282495926,-0.23668001483396545
"Painting, Coating, and Decorating Workers",2.06,2.685,2.75,3.0,2.5577500000000004,1,-3.080240411334906,0.02339839768882905
"Paper Goods Machine Setters, Operators, and Tenders",2.565,2.94,2.875,3.0,2.8235,1,-2.331732912457467,-0.2556844074507824
Paperhangers,1.875,2.63,2.69,2.75,2.4335,1,-3.5466085255384145,-0.2521924962042252
Paralegals and Legal Assistants,3.06,3.435,3.125,3.94,3.3362499999999997,3,-0.4413312722238635,0.6258790042959688
Park Naturalists,3.25,3.75,3.5,4.25,3.625,0,0.6088271044174997,0.58827028281102
Parking Attendants,2.0,2.815,2.75,3.38,2.64225,1,-2.6766599550161287,0.5225926785150466
Parking Enforcement Workers,2.63,3.06,3.0,3.75,3.0225,3,-1.4083066694747488,0.680406220669108
Parts Salespersons,3.0,3.25,3.0,4.0,3.2375,3,-0.7233910854726963,0.9214457542098201
Passenger Attendants,2.56,3.065,3.13,3.875,3.0479999999999996,3,-1.2339377423399531,0.7585325388994169
Patient Representatives,3.375,3.685,3.435,4.0600000000000005,3.59825,0,0.42313529750274187,0.3859339207365766
"Patternmakers, Metal and Plastic",2.435,3.0,3.06,3.0,2.8425000000000002,1,-2.210931346908187,-0.4327541108476907
"Patternmakers, Wood",2.625,3.06,3.06,3.06,2.9295,1,-1.9536803797232734,-0.3905484921630029
"Paving, Surfacing, and Tamping Equipment Operators",2.37,2.94,2.875,3.0,2.7649999999999997,1,-2.48448685707862,-0.23999985290994558
Payroll and Timekeeping Clerks,2.815,3.12,3.06,3.75,3.1109999999999998,3,-1.1529028994615806,0.5835806437379794
"Pediatricians, General",4.0600000000000005,4.375,4.3100000000000005,4.9399999999999995,4.35225,2,3.1554909446246437,0.5339402520069344
Personal Care Aides,2.815,3.185,3.125,3.565,3.1189999999999998,3,-1.1928195836320783,0.22114642488826836
Personal Financial Advisors,3.25,3.935,4.1850000000000005,4.25,3.8267499999999997,0,1.3981008046752155,-0.08671743090830336
Pest Control Workers,3.0,3.565,3.31,3.685,3.3625,3,-0.41960286339427655,0.029494091951378032
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",2.63,3.0,3.125,3.06,2.9229999999999996,1,-1.9480928053096518,-0.4145860162777698
Petroleum Engineers,3.815,4.1899999999999995,4.0,4.3100000000000005,4.057499999999999,2,1.9672316114103148,-0.020031460008326483
"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3.0,3.25,3.5,3.37,3.243,3,-0.8183009280837326,-0.43280062128730795
Pharmacists,3.87,4.13,4.0649999999999995,4.5649999999999995,4.1042499999999995,2,2.2319856906534774,0.3291164731462897
Pharmacy Aides,2.69,2.94,3.0,3.5,2.961,3,-1.6902893010974274,0.36830251541081865
Pharmacy Technicians,3.12,3.435,3.185,4.0,3.3752500000000003,3,-0.28873162822155257,0.659128865207739
"Philosophy and Religion Teachers, Postsecondary",4.0649999999999995,4.125,4.0,4.62,4.156249999999999,2,2.369149415399707,0.4522978437725298
Phlebotomists,3.0,3.25,3.315,3.75,3.263,3,-0.6564477073160955,0.28557143396261936
Photographers,3.12,3.185,3.435,3.94,3.3287500000000003,3,-0.3522267251293656,0.4894903800754352
Photographic Process Workers and Processing Machine Operators,2.88,3.12,3.185,3.31,3.0895,3,-1.3694365689615586,-0.17809547405245976
Photonics Engineers,4.3100000000000005,4.375,4.5600000000000005,4.3149999999999995,4.3835,2,3.0364248598054115,-0.6218568792166544
Photonics Technicians,3.315,3.5,3.185,3.5,3.3815,3,-0.5059777914698336,-0.13004969521444787
Physical Medicine and Rehabilitation Physicians,3.935,4.37,4.37,4.4350000000000005,4.24925,2,2.6710010188057156,-0.25109679551527103
Physical Therapist Aides,3.0,3.06,2.88,3.12,3.0149999999999997,3,-1.7696603654641954,-0.17992024738086132
Physical Therapist Assistants,3.185,3.565,3.435,4.12,3.50825,0,0.21276382939377633,0.5525041589533115
Physical Therapists,3.185,3.94,4.0,4.3100000000000005,3.781,0,1.2376798649258194,0.16091928089591043
Physician Assistants,4.0,4.37,4.25,4.3100000000000005,4.226,2,2.506408437315913,-0.33987295413995433
"Physicians, Pathologists",4.375,4.37,4.62,4.6850000000000005,4.46875,2,3.4556700456256975,-0.1278380948585831
Physicists,4.75,4.5,4.8100000000000005,4.9350000000000005,4.70225,2,4.258327371657808,-0.016416800002846454
"Physics Teachers, Postsecondary",4.1899999999999995,4.4399999999999995,4.13,5.0,4.3870000000000005,2,3.2089594767587797,0.7304025651606124
Pile Driver Operators,2.0,2.94,3.0,2.94,2.67,1,-2.713937937278131,-0.4045747513463449
Pipelayers,2.0,2.94,2.88,3.0,2.6550000000000002,1,-2.769841508373073,-0.21446264467167858
Plasterers and Stucco Masons,2.435,2.685,2.815,3.12,2.70125,1,-2.6246337987307777,0.11584306260062804
"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",2.12,2.875,3.0,3.12,2.71025,1,-2.526012360972652,-0.11409075602733976
"Plumbers, Pipefitters, and Steamfitters",2.62,3.5,3.44,3.25,3.1865,3,-1.0372991394701538,-0.6593439114121451
Podiatrists,4.4399999999999995,4.125,4.5,4.5600000000000005,4.359749999999999,2,3.059759241858523,-0.08894224008179444
"Poets, Lyricists and Creative Writers",3.75,3.75,3.31,3.935,3.68975,0,0.5582662941820071,0.24257440383462311
Police Identification and Records Officers,3.0,3.815,3.94,3.94,3.61425,0,0.601691970437961,-0.2557031362569709
Police and Sheriff's Patrol Officers,3.565,3.815,4.1850000000000005,4.12,3.85975,0,1.4194021910369472,-0.24182246611469335
"Political Science Teachers, Postsecondary",4.0,4.0,3.565,4.5600000000000005,3.997,2,1.758150999575367,0.8013310769842249
Political Scientists,4.12,4.375,3.875,4.5,4.21725,2,2.4325898363922343,0.24566790355618004
Postal Service Clerks,2.31,3.125,3.06,3.94,2.98975,3,-1.3798549738858006,0.9026503658671972
Postal Service Mail Carriers,2.0,2.875,2.75,3.19,2.63475,1,-2.783931288878386,0.210269764145146
"Postal Service Mail Sorters, Processors, and Processing Machine Operators",2.06,2.81,2.75,3.0,2.6014999999999997,1,-2.9622209101729817,-0.04174038465886061
Postmasters and Mail Superintendents,3.185,3.815,3.565,4.0,3.6037500000000002,0,0.4619143064050453,0.1349134097303831
"Potters, Manufacturing",2.06,3.06,3.12,3.0,2.763,1,-2.3942055717044837,-0.4845368644820572
"Pourers and Casters, Metal",2.125,3.0,2.88,2.815,2.6857499999999996,1,-2.7748799444806247,-0.5294435422797155
Power Distributors and Dispatchers,3.0,3.685,3.815,3.94,3.54375,0,0.36679752161312423,-0.0823780880451652
Power Plant Operators,2.94,3.75,3.75,3.685,3.49725,0,0.10284745460563927,-0.4337294044285404
Precision Agriculture Technicians,3.565,3.685,4.0,3.94,3.7502500000000003,0,0.9753804523057126,-0.2840825369709858
Prepress Technicians and Workers,2.94,3.06,3.0,3.12,3.021,3,-1.7089935782820027,-0.2764517165864655
"Preschool Teachers, Except Special Education",3.06,3.435,3.25,3.94,3.36125,3,-0.3291771046074278,0.5202982897257603
"Pressers, Textile, Garment, and Related Materials",1.81,2.375,2.31,2.125,2.155,1,-4.718447769595131,-0.7176431219002481
Preventive Medicine Physicians,4.4399999999999995,4.6850000000000005,4.75,4.88,4.6537500000000005,2,4.08887190131994,-0.11856743714110937
Print Binding and Finishing Workers,2.44,3.125,3.065,3.38,2.94575,1,-1.756667522390845,0.05959430784268028
Printing Press Operators,2.88,3.12,3.12,3.12,3.048,3,-1.5916774305420862,-0.4042498013189608
Private Detectives and Investigators,3.38,4.0,3.94,4.0,3.802,0,1.125799615595153,-0.29391868639566
Probation Officers and Correctional Treatment Specialists,3.315,3.94,4.0,4.12,3.7914999999999996,0,1.1755951335866066,-0.1305933876409909
Procurement Clerks,3.435,3.75,3.31,4.0,3.605,0,0.3675880544032557,0.3640618310169236
Producers and Directors,3.375,4.0600000000000005,4.25,4.5600000000000005,3.9675000000000002,2,1.9398092223213097,0.24175315375629944
"Production, Planning, and Expediting Clerks",2.75,3.5,3.5,3.815,3.32225,3,-0.3941807951582896,0.11529365403868622
Proofreaders and Copy Markers,2.44,3.0,3.06,3.625,2.9377500000000003,3,-1.667801768505346,0.4913710199128485
"Property, Real Estate, and Community Association Managers",3.06,3.69,3.69,4.0600000000000005,3.5564999999999998,0,0.40989420740642357,0.19328029982387282
Prosthodontists,3.125,4.0,4.0,4.0,3.7375000000000003,0,0.9798784577003038,-0.3240868580667271
Psychiatric Aides,3.125,3.38,3.435,3.875,3.38875,3,-0.22027766780753785,0.2913208724700181
Psychiatric Technicians,3.06,3.685,3.815,4.0,3.57075,0,0.46556316515954593,0.0015505158603050324
